Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
,3111428145,10/24/2025 4:59,10/24/2025 19:45,EURUSD,Sell,1,0,0,1.16088,1.16233,-5.81,0,-14.5,-150.81,-0.12,Strategy_0_2665004,2010,00:14:45:43,16.3,2h 24m,43.7,4.83,7.5,75,-36.2,-362,17.2,49.7,-22,-220
,3111590132,10/24/2025 13:02,10/24/2025 14:03,EURUSD,Buy,1,1.16088,0,1.16129,1.16087,-5.8,0,-4.2,-47.8,-0.04,Strategy_0_2355550[sl 1.16088],2033,00:01:00:59,98.4,1h 0m,33.8,0.14,29.6,296,-4.2,-42,87.6,0,-33.8,-338
,3111512005,10/24/2025 10:03,10/24/2025 10:06,EURUSD,Buy,1,1.16088,0,1.16167,1.16088,-5.8,0,-7.9,-84.8,-0.07,Strategy_0_2355550[sl 1.16088],2033,00:00:03:17,,,,,,,,,,,,
,3111221772,10/23/2025 18:13,10/23/2025 23:50,EURUSD,Sell,1,0,0,1.16086,1.16179,-5.8,0,-9.3,-98.8,-0.08,Strategy_0_2665004Strategy_0_2665004,2010,00:05:36:09,0,0s,12.5,12.5,0,0,-12.5,-125,0,25.6,-9.3,-93
,3110890953,10/23/2025 2:13,10/23/2025 23:50,EURUSD,Sell,1,0,0,1.1609,1.1618,-5.8,0,-9,-95.8,-0.08,Strategy_0_53226Strategy_0_53226,2037,00:21:36:11,61.4,13h 15m,34.6,0.54,22.5,225,-12.1,-121,65,9,-31.5,-315
,3110967676,10/23/2025 8:45,10/23/2025 23:50,XAUUSD,Buy,0.1,0,0,4099.75,4119.08,-2.05,0,1933,191.25,0.16,Strategy_0_278366Strategy_0_278366,1026,00:15:04:07,100,15h 4m,4499,0,5348,534.8,0,0,100,36.1,-3415,-341.5
,3110949771,10/23/2025 6:53,10/23/2025 15:40,EURUSD,Sell,1,1.16008,0,1.15926,1.16008,-5.8,0,-8.2,-87.8,-0.07,Strategy_0_3256521[sl 1.16008],2015,00:08:46:42,20.8,1h 49m,32,4.25,6.1,61,-25.9,-259,19.1,55.3,-14.3,-143
,3111082032,10/23/2025 13:19,10/23/2025 15:40,EURUSD,Buy,1,0,1.15994,1.15949,1.15997,-5.8,0,4.8,42.2,0.03,Strategy_0_1824098[tp 1.15994],2030,00:02:21:00,100,2h 21m,18.8,0.04,23.6,236,0,0,100,20.3,-18.8,-188
,3110877517,10/23/2025 0:18,10/23/2025 15:15,EURUSD,Sell,1,0,0,1.16081,1.15918,-5.8,0,16.3,157.2,0.13,Strategy_0_2665004Strategy_0_2665004,2010,00:14:56:07,91.2,13h 37m,32,0.48,21.6,216,-10.4,-104,67.5,83.4,-5.3,-53
,3111002862,10/23/2025 9:46,10/23/2025 10:57,EURUSD,Buy,1,0,1.16007,1.15956,1.16006,-5.8,0,5,44.2,0.04,Strategy_0_1824098[tp 1.16007],2030,00:01:10:05,7.2,5m,7.8,1.56,5,50,-7.8,-78,39.1,100,0,0
,3110967690,10/23/2025 7:45,10/23/2025 8:51,EURUSD,Buy,1,0,1.16015,1.15971,1.16015,-5.8,0,4.4,38.2,0.03,Strategy_0_1824098[tp 1.16015],2030,00:01:05:45,92.4,1h 0m,8,0.18,6.8,68,-1.2,-12,85,70,-2.4,-24
,3110833180,10/22/2025 21:44,10/22/2025 23:50,EURUSD,Sell,1,0,0,1.16087,1.16099,-5.8,0,-1.2,-17.8,-0.01,Strategy_0_2665004Strategy_0_2665004,2010,00:02:05:44,27,33m,5.4,3,1.8,18,-5.4,-54,25,58.3,-3,-30
,3110545384,10/22/2025 3:15,10/22/2025 23:50,EURUSD,Sell,1,0,0,1.16047,1.16099,-5.8,0,-5.2,-57.8,-0.05,Strategy_0_53226,2037,00:20:34:32,36.5,7h 30m,42.9,0.62,26.5,265,-16.4,-164,61.8,26.1,-31.7,-317
,3110529343,10/22/2025 1:22,10/22/2025 23:50,EURUSD,Buy,1,0,0,1.16016,1.16096,-5.8,0,8,74.2,0.06,Strategy_0_1824098,2030,00:22:27:51,69.3,15h 34m,37.1,1.2,19.5,195,-23.4,-234,45.5,73.2,-11.5,-115
,3110538758,10/22/2025 3:12,10/22/2025 23:50,XAUUSD,Sell,0.1,0,0,4008.03,4102.53,-2.03,0,-9450,-947.03,-0.78,Strategy_0_41868,1010,00:20:38:00,0,0s,15203,0,0,0,-15203,-1520.3,0,37.8,-9450,-945
,3110538755,10/22/2025 3:12,10/22/2025 23:50,XAUUSD,Sell,0.1,0,0,4008.03,4102.53,-2.03,0,-9450,-947.03,-0.77,Strategy_0_102747,1007,00:20:38:00,0,0s,15203,0,0,0,-15203,-1520.3,0,37.8,-9450,-945
,3110538753,10/22/2025 3:12,10/22/2025 23:50,XAUUSD,Sell,0.1,0,0,4008.03,4102.53,-2.03,0,-9450,-947.03,-0.77,Strategy_0_194344,1018,00:20:38:00,0,0s,15203,0,0,0,-15203,-1520.3,0,37.8,-9450,-945
,3110538751,10/22/2025 3:12,10/22/2025 23:50,XAUUSD,Sell,0.1,0,0,4008.03,4102.53,-2.03,0,-9450,-947.03,-0.76,Strategy_0_197707,1019,00:20:38:00,0,0s,15203,0,0,0,-15203,-1520.3,0,37.8,-9450,-945
,3110538733,10/22/2025 3:12,10/22/2025 23:50,XAUUSD,Sell,0.1,0,0,4008.03,4102.53,-2.03,0,-9450,-947.03,-0.76,Strategy_0_236431,1023,00:20:38:00,0,0s,15203,0,0,0,-15203,-1520.3,0,37.8,-9450,-945
,3110538674,10/22/2025 3:12,10/22/2025 23:50,XAUUSD,Sell,0.1,0,0,4008.03,4102.53,-2.03,0,-9450,-947.03,-0.75,Strategy_0_227281,1021,00:20:38:00,0,0s,15203,0,0,0,-15203,-1520.3,0,37.8,-9450,-945
,3110535927,10/22/2025 3:12,10/22/2025 23:50,XAUUSD,Sell,0.1,0,0,4008.03,4102.53,-2.03,0,-9450,-947.03,-0.74,Strategy_0_82906,1002,00:20:38:00,0,0s,15203,0,0,0,-15203,-1520.3,0,37.8,-9450,-945
,3110535883,10/22/2025 3:12,10/22/2025 23:50,XAUUSD,Sell,0.1,0,0,4008.03,4102.53,-2.03,0,-9450,-947.03,-0.74,Strategy_0_284198,1027,00:20:38:00,0,0s,15203,0,0,0,-15203,-1520.3,0,37.8,-9450,-945
,3110529225,10/22/2025 3:12,10/22/2025 23:50,XAUUSD,Sell,0.1,0,0,4008.03,4102.53,-2.03,0,-9450,-947.03,-0.73,Strategy_0_173690,1017,00:20:38:00,0,0s,15203,0,0,0,-15203,-1520.3,0,37.8,-9450,-945
,3110833174,10/22/2025 21:44,10/22/2025 21:44,EURUSD,Sell,1,1.16088,0,1.16086,1.16088,-5.8,0,-0.2,-7.8,-0.01,Strategy_0_496861[sl 1.16088],2024,00:00:00:00,,,,,,,,,,,,
,3110566921,10/22/2025 5:46,10/22/2025 20:45,EURUSD,Sell,1,0,0,1.16088,1.16164,-5.8,0,-7.6,-81.8,-0.06,Strategy_0_2665004,2010,00:14:58:51,62.3,9h 19m,42.9,0.4,30.6,306,-12.3,-123,71.3,11,-38.2,-382
,3110677580,10/22/2025 17:54,10/22/2025 19:32,XAUUSD,Sell,0.1,4054.81,0,4014.62,4054.36,-2.01,0,-3974,-399.41,-0.31,Strategy_0_278366,1026,00:01:38:03,0,0s,9323,10000,0,0,-9323,-932.3,0,57.4,-3974,-397.4
,3110665143,10/22/2025 16:37,10/22/2025 17:41,XAUUSD,Buy,0.1,4029.24,0,4069.78,4028.32,-2.03,0,-4146,-416.63,-0.32,Strategy_0_278366[sl 4029.24],1026,00:01:04:35,0,0s,4146,5000,0,0,-4146,-414.6,0,0,-4146,-414.6
,3110599602,10/22/2025 10:08,10/22/2025 16:35,EURUSD,Sell,1,1.15949,0,1.16062,1.1595,-5.8,0,11.2,106.2,0.08,Strategy_0_3256521[sl 1.15949],2015,00:06:26:58,73.7,4h 45m,38.8,0.33,29.1,291,-9.7,-97,75,53.9,-17.9,-179
,3110535908,10/22/2025 3:12,10/22/2025 14:15,XAUUSD,Sell,0.1,0,0,4008.03,4032.99,-2.01,0,-2496,-251.61,-0.19,Strategy_0_69355Strategy_0_69355,1030,00:11:03:01,0,0s,15213,0,0,0,-15213,-1521.3,0,83.6,-2496,-249.6
,3110602927,10/22/2025 10:01,10/22/2025 10:01,EURUSD,Sell,1,1.16088,0,1.16086,1.1609,-5.8,0,-0.4,-9.8,-0.01,Strategy_0_496861[sl 1.16088],2024,00:00:00:00,,,,,,,,,,,,
,3110599603,10/22/2025 9:56,10/22/2025 9:56,EURUSD,Sell,1,1.16088,0,1.16087,1.16091,-5.8,0,-0.4,-9.8,-0.01,Strategy_0_496861[sl 1.16088],2024,00:00:00:00,,,,,,,,,,,,
,3110590532,10/22/2025 9:00,10/22/2025 9:00,EURUSD,Sell,1,1.16088,0,1.16085,1.16088,-5.8,0,-0.3,-8.8,-0.01,Strategy_0_496861[sl 1.16088],2024,00:00:00:00,,,,,,,,,,,,
,3110535214,10/22/2025 8:05,10/22/2025 9:00,EURUSD,Buy,1,1.16088,0,1.16114,1.16088,-5.8,0,-2.6,-31.8,-0.02,Strategy_0_2355550[sl 1.16088],2033,00:00:55:51,0,0s,21.3,21.32,0,0,-21.3,-213,0,87.8,-2.6,-26
,3110525598,10/22/2025 5:47,10/22/2025 5:51,EURUSD,Buy,1,1.16088,0,1.16109,1.16087,-5.8,0,-2.2,-27.8,-0.02,Strategy_0_3146987[sl 1.16088],2013,00:00:04:47,75,3m,4.4,1,2.2,22,-2.2,-22,50,0,-4.4,-44
,3110538735,10/22/2025 3:12,10/22/2025 3:48,XAUUSD,Sell,0.1,4088.69,0,4008.05,4088.86,-2.02,0,-8081,-810.12,-0.62,Strategy_0_229562[sl 4088.69],1022,00:00:36:07,0,0s,13399,0,0,0,-13399,-1339.9,0,39.7,-8081,-808.1
,3110538741,10/22/2025 3:12,10/22/2025 3:18,XAUUSD,Sell,0.1,4048.61,0,4008.03,4047.98,-2.01,0,-3995,-401.51,-0.31,Strategy_0_26743[sl 4048.61],1024,00:00:06:31,0,0s,10615,0,0,0,-10615,-1061.5,0,62.4,-3995,-399.5
,3110529228,10/22/2025 3:12,10/22/2025 3:18,XAUUSD,Sell,0.1,4048.61,0,4008.03,4048.01,-2.01,0,-3998,-401.81,-0.3,Strategy_0_279521[sl 4048.61],1014,00:00:06:31,0,0s,10615,0,0,0,-10615,-1061.5,0,62.3,-3998,-399.8
,3110265328,10/21/2025 13:18,10/21/2025 23:50,EURUSD,Sell,1,0,0,1.16086,1.16014,-5.8,0,7.2,66.2,0.05,Strategy_0_2665004Strategy_0_2665004,2010,00:10:31:50,72.5,7h 38m,22.6,1.4,10.4,104,-14.6,-146,41.6,87.2,-3.2,-32
,3110258694,10/21/2025 4:29,10/21/2025 23:50,EURUSD,Sell,1,0,0,1.16466,1.16014,-5.81,0,45.2,446.19,0.34,Strategy_0_53226Strategy_0_53226,2037,00:19:20:29,100,19h 20m,22.6,0.02,48.4,484,0,0,100,93.4,-3.2,-32
,3110449677,10/21/2025 17:45,10/21/2025 23:50,EURUSD,Buy,1,0,0,1.16015,1.16011,-5.8,0,-0.4,-9.8,-0.01,Strategy_0_2224490Strategy_0_2224490,2031,00:06:04:59,46.6,2h 50m,9.4,0.54,6.1,61,-3.3,-33,64.9,30.9,-6.5,-65
,3110310474,10/21/2025 9:48,10/21/2025 23:50,EURUSD,Buy,1,0,0,1.16315,1.16011,-5.81,0,-30.4,-309.81,-0.23,Strategy_0_1824098Strategy_0_1824098,2030,00:14:01:53,0,0s,33.3,33.33,0,0,-33.3,-333,0,8.7,-30.4,-304
,3110470450,10/21/2025 19:01,10/21/2025 19:52,EURUSD,Buy,1,1.16088,0,1.16246,1.16092,-5.81,0,-15.4,-159.81,-0.12,Strategy_0_2355550[sl 1.16088],2033,00:00:51:02,0,0s,22,22.03,0,0,-22,-220,0,30,-15.4,-154
,3110463607,10/21/2025 19:00,10/21/2025 19:52,EURUSD,Buy,1,1.16088,0,1.16174,1.16093,-5.8,0,-8.1,-86.8,-0.07,Strategy_0_3146987[sl 1.16088],2013,00:00:51:24,0,0s,14.8,14.81,0,0,-14.8,-148,0,45.3,-8.1,-81
,3110273898,10/21/2025 5:46,10/21/2025 17:45,XAUUSD,Buy,0.1,4080.47,0,4341.15,4081.28,-2.11,0,-25987,-2600.81,-1.93,Strategy_0_24466[sl 4080.47],1001,00:11:59:28,2.1,15m,26227,108.7,240,24,-25987,-2598.7,0.9,0,-26227,-2622.7
,3110434418,10/21/2025 17:23,10/21/2025 17:37,EURUSD,Buy,1,1.16088,0,1.16175,1.16087,-5.8,0,-8.8,-93.8,-0.07,Strategy_0_3146987[sl 1.16088],2013,00:00:13:59,,,,,,,,,,,,
,3110367756,10/21/2025 14:13,10/21/2025 15:07,EURUSD,Buy,1,1.16088,0,1.1625,1.16087,-5.81,0,-16.3,-168.81,-0.13,Strategy_0_3146987[sl 1.16088],2013,00:00:54:02,0,0s,24.4,24.45,0,0,-24.4,-244,0,33.2,-16.3,-163
,3110299404,10/21/2025 9:48,10/21/2025 10:35,XAUUSD,Buy,0.1,4297.93,0,4341.22,4297.13,-2.16,0,-4409,-443.06,-0.33,Strategy_0_278366[sl 4297.93],1026,00:00:46:48,0,0s,8981,10000,0,0,-8981,-898.1,0,50.9,-4409,-440.9
,3110248653,10/21/2025 3:24,10/21/2025 8:31,XAUUSD,Buy,0.1,4326.03,0,4369.87,4325.76,-2.17,0,-4411,-443.27,-0.33,Strategy_0_278366[sl 4326.03],1026,00:05:07:18,0,0s,12472,0,0,0,-12472,-1247.2,0,64.6,-4411,-441.1
,3110227159,10/20/2025 23:16,10/20/2025 23:50,XAUUSD,Sell,0.1,0,0,4354.53,4357.76,-2.18,0,-323,-34.48,-0.03,Strategy_0_278366Strategy_0_278366,1026,00:00:33:13,0,0s,787,833.33,0,0,-787,-78.7,0,59,-323,-32.3
,3110116945,10/20/2025 15:56,10/20/2025 23:50,EURUSD,Sell,1,0,0,1.16509,1.16436,-5.82,0,7.3,67.18,0.05,Strategy_0_2855668,2012,00:07:53:49,89.4,7h 3m,6.2,0.55,10.6,106,-5.8,-58,64.6,79.9,-3.3,-33
,3109992269,10/20/2025 4:04,10/20/2025 23:50,EURUSD,Sell,1,0,0,1.16647,1.16436,-5.83,0,21.1,205.17,0.15,Strategy_0_53226,2037,00:19:45:59,84.9,16h 46m,17.2,0.39,24.4,244,-9.4,-94,72.2,90.2,-3.3,-33
,3110219067,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.39,4356.93,-2.18,0,-2246,-226.78,-0.17,Strategy_0_155827Strategy_0_155827,1011,00:00:52:37,0,0s,2246,2500,0,0,-2246,-224.6,0,0,-2246,-224.6
,3110219066,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.41,4356.93,-2.18,0,-2248,-226.98,-0.17,Strategy_0_102747Strategy_0_102747,1007,00:00:52:37,0,0s,2248,2500,0,0,-2248,-224.8,0,0,-2248,-224.8
,3110219064,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.39,4356.93,-2.18,0,-2246,-226.78,-0.17,Strategy_0_49762Strategy_0_49762,1005,00:00:52:37,0,0s,2246,2500,0,0,-2246,-224.6,0,0,-2246,-224.6
,3110219063,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.41,4356.93,-2.18,0,-2248,-226.98,-0.17,Strategy_0_78605Strategy_0_78605,1004,00:00:52:37,0,0s,2248,2500,0,0,-2248,-224.8,0,0,-2248,-224.8
,3110219061,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.41,4356.93,-2.18,0,-2248,-226.98,-0.17,Strategy_0_127373Strategy_0_127373,1016,00:00:52:37,0,0s,2248,2500,0,0,-2248,-224.8,0,0,-2248,-224.8
,3110219051,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.41,4356.93,-2.18,0,-2248,-226.98,-0.17,Strategy_0_26743Strategy_0_26743,1024,00:00:52:37,0,0s,2248,2500,0,0,-2248,-224.8,0,0,-2248,-224.8
,3110215631,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.41,4356.93,-2.18,0,-2248,-226.98,-0.17,Strategy_0_117556,1015,00:00:52:37,0,0s,2248,2500,0,0,-2248,-224.8,0,0,-2248,-224.8
,3110213482,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.41,4356.93,-2.18,0,-2248,-226.98,-0.17,Strategy_0_82906,1002,00:00:52:37,0,0s,2248,2500,0,0,-2248,-224.8,0,0,-2248,-224.8
,3110205465,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.35,4356.93,-2.18,0,-2242,-226.38,-0.16,Strategy_0_26708,1012,00:00:52:37,0,0s,2242,2500,0,0,-2242,-224.2,0,0,-2242,-224.2
,3110205456,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.41,4356.93,-2.18,0,-2248,-226.98,-0.16,Strategy_0_201253,1020,00:00:52:37,0,0s,2248,2500,0,0,-2248,-224.8,0,0,-2248,-224.8
,3110197820,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.41,4356.93,-2.18,0,-2248,-226.98,-0.16,Strategy_0_69355,1030,00:00:52:37,0,0s,2248,2500,0,0,-2248,-224.8,0,0,-2248,-224.8
,3110182542,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.41,4356.93,-2.18,0,-2248,-226.98,-0.16,Strategy_0_41868,1010,00:00:52:37,0,0s,2248,2500,0,0,-2248,-224.8,0,0,-2248,-224.8
,3110087286,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.35,4356.93,-2.18,0,-2242,-226.38,-0.16,Strategy_0_95479,1031,00:00:52:37,0,0s,2242,2500,0,0,-2242,-224.2,0,0,-2242,-224.2
,3110054887,10/20/2025 22:57,10/20/2025 23:50,XAUUSD,Buy,0.1,0,0,4379.36,4356.93,-2.18,0,-2243,-226.48,-0.16,Strategy_0_194344,1018,00:00:52:37,0,0s,2243,2500,0,0,-2243,-224.3,0,0,-2243,-224.3
,3110027870,10/20/2025 13:18,10/20/2025 18:15,EURUSD,Sell,1,0,0,1.16527,1.16571,-5.82,0,-4.4,-49.82,-0.04,Strategy_0_1087459Strategy_0_1087459,2001,00:04:56:22,50.6,2h 29m,17.7,0.99,11.6,116,-11.5,-115,50.2,30.7,-16,-160
,3110080868,10/20/2025 12:51,10/20/2025 17:37,EURUSD,Sell,1,1.1663,0,1.16641,1.16629,-5.84,0,1.2,6.16,0,Strategy_0_3256521[sl 1.16630],2015,00:04:45:14,99,4h 42m,18.4,0.01,19.6,196,-0.1,-1,99.5,6.6,-18.4,-184
,3109968823,10/20/2025 2:51,10/20/2025 14:59,XAUUSD,Sell,0.1,4276.88,0,4234.33,4277.09,-2.13,0,-4276,-429.73,-0.31,Strategy_0_278366[sl 4276.88],1026,00:12:07:54,2.4,17m,10882,9.33,1054,105.4,-9828,-982.8,9.7,51,-5330,-533
,3109740928,10/17/2025 10:25,10/17/2025 23:50,EURUSD,Sell,1,0,0,1.16936,1.16566,-5.83,0,37,364.17,0.26,Strategy_0_2355550Strategy_0_2355550,2033,00:13:24:57,96.2,12h 54m,21.1,0.17,43.7,437,-7.4,-74,85.5,86.9,-6.7,-67
,3109733353,10/17/2025 10:10,10/17/2025 23:50,EURUSD,Sell,1,0,0,1.17039,1.16566,-5.84,0,47.3,467.16,0.34,Strategy_0_53226Strategy_0_53226,2037,00:13:39:06,100,13h 39m,21.1,0.02,54,540,0,0,100,87.6,-6.7,-67
,3109660228,10/17/2025 4:16,10/17/2025 23:50,XAUUSD,Sell,0.1,0,0,4342.36,4247.8,-2.15,0,9456,943.45,0.68,Strategy_0_278366Strategy_0_278366,1026,00:19:33:35,79.6,15h 34m,5890,0.24,14942,1494.2,-3563,-356.3,80.7,70.4,-5486,-548.6
,3109748904,10/17/2025 10:36,10/17/2025 23:50,XAUUSD,Buy,0.1,0,0,4343.55,4246.8,-2.15,0,-9675,-969.65,-0.7,Strategy_0_24466Strategy_0_24466,1001,00:13:13:43,0,0s,15061,0,0,0,-15061,-1506.1,0,35.8,-9675,-967.5
,3109829441,10/17/2025 17:03,10/17/2025 19:13,EURUSD,Sell,1,1.16759,0,1.1666,1.16758,-5.84,0,-9.8,-103.84,-0.08,Strategy_0_3256521[sl 1.16759],2015,00:02:10:17,1.6,2m,11.8,4.9,2,20,-9.8,-98,16.9,0,-11.8,-118
,3109726336,10/17/2025 9:40,10/17/2025 13:50,EURUSD,Sell,1,1.17029,0,1.17115,1.17029,-5.86,0,8.6,80.14,0.06,Strategy_0_3146987[sl 1.17029],2013,00:04:10:34,100,4h 10m,35.2,0.02,43.8,438,0,0,100,19.6,-35.2,-352
,3109672372,10/17/2025 5:07,10/17/2025 8:52,EURUSD,Sell,1,1.1723,0,1.1696,1.17246,-5.85,0,-28.6,-291.85,-0.21,Strategy_0_3146987[sl 1.17230],2013,00:03:45:17,0,0s,30.7,30.77,0,0,-30.7,-307,0,6.8,-28.6,-286
,3109396740,10/16/2025 10:57,10/16/2025 23:50,EURUSD,Sell,1,0,0,1.16431,1.16878,-5.83,0,-44.7,-452.83,-0.33,Strategy_0_2355550,2033,00:12:52:28,0,0s,55.1,55.25,0,0,-55.1,-551,0,18.9,-44.7,-447
,3109387933,10/16/2025 8:32,10/16/2025 23:50,EURUSD,Sell,1,0,0,1.16542,1.16878,-5.83,0,-33.6,-341.83,-0.25,Strategy_0_53226,2037,00:15:17:32,13.7,2h 5m,50.8,6.47,6.8,68,-44,-440,13.4,20.5,-40.4,-404
,3109593419,10/16/2025 21:16,10/16/2025 23:03,XAUUSD,Sell,0.1,4315.96,0,4273.1,4315.96,-2.15,0,-4286,-430.75,-0.31,Strategy_0_278366,1026,00:01:46:18,0,0s,9697,10000,0,0,-9697,-969.7,0,55.8,-4286,-428.6
,3109381363,10/16/2025 7:51,10/16/2025 18:16,XAUUSD,Sell,0.1,4272.38,0,4229.76,4272.47,-2.13,0,-4271,-429.23,-0.31,Strategy_0_278366[sl 4272.38],1026,00:10:25:42,5.3,33m,7384,10.33,652,65.2,-6732,-673.2,8.8,33.3,-4923,-492.3
,3109371986,10/16/2025 6:26,10/16/2025 12:30,EURUSD,Sell,1,0,0,1.16621,1.16537,-5.83,0,8.4,78.17,0.06,Strategy_0_3146987Strategy_0_3146987,2013,00:06:03:37,99.5,6h 1m,18.7,0.03,18.2,182,-0.5,-5,97.3,47.6,-9.8,-98
,3109162195,10/15/2025 15:51,10/15/2025 23:50,EURUSD,Sell,1,0,0,1.16174,1.16454,-5.81,0,-28,-285.81,-0.2,Strategy_0_2355550Strategy_0_2355550,2033,00:07:58:39,0,0s,32.7,32.79,0,0,-32.7,-327,0,14.4,-28,-280
,3109049755,10/15/2025 2:48,10/15/2025 23:50,EURUSD,Sell,1,0,0,1.1602,1.16454,-5.81,0,-43.4,-439.81,-0.31,Strategy_0_53226,2037,00:21:01:11,0,0s,48.1,48.31,0,0,-48.1,-481,0,9.8,-43.4,-434
,3109088363,10/15/2025 6:16,10/15/2025 23:50,XAUUSD,Buy,0.1,0,0,4186,4209.6,-2.1,0,2360,233.9,0.17,Strategy_0_278366Strategy_0_278366,1026,00:17:33:18,97.2,17h 3m,3682,0.16,3187,318.7,-495,-49.5,86.6,77.5,-827,-82.7
,3109211889,10/15/2025 17:02,10/15/2025 22:00,EURUSD,Sell,1,0,0,1.16232,1.16334,-5.82,0,-10.2,-107.82,-0.08,Strategy_0_1087459Strategy_0_1087459,2001,00:04:58:01,0,0s,24.9,24.94,0,0,-24.9,-249,0,59,-10.2,-102
,3109107941,10/15/2025 8:46,10/15/2025 13:45,EURUSD,Sell,1,0,0,1.16229,1.16233,-5.82,0,-0.4,-9.82,-0.01,Strategy_0_1087459Strategy_0_1087459,2001,00:04:58:19,36.7,1h 49m,16.6,1.42,10.6,106,-15,-150,41.4,57,-11,-110
,3108801760,10/14/2025 8:38,10/14/2025 23:50,XAUUSD,Sell,0.1,0,0,4145.94,4144.8,-2.08,0,114,9.32,0.01,Strategy_0_278366Strategy_0_278366,1026,00:15:11:25,73.6,11h 10m,6728,0.42,4733,473.3,-1995,-199.5,70.3,31.3,-4619,-461.9
,3108744946,10/14/2025 1:00,10/14/2025 23:50,EURUSD,Sell,1,0,0,1.15697,1.16055,-5.79,0,-35.8,-363.79,-0.26,Strategy_0_53226Strategy_0_53226,2037,00:22:49:39,30.1,6h 52m,66.2,1.98,22.2,222,-44,-440,33.5,12.4,-58,-580
,3108963312,10/14/2025 17:47,10/14/2025 23:50,EURUSD,Buy,1,0,0,1.15949,1.16051,-5.8,0,10.2,96.2,0.07,Strategy_0_2855668Strategy_0_2855668,2012,00:06:02:10,100,6h 2m,11.5,0.06,16.7,167,0,0,100,61.1,-6.5,-65
,3108831063,10/14/2025 9:15,10/14/2025 23:50,XAUUSD,Buy,0.1,0,0,4114.85,4144.15,-2.07,0,2930,290.93,0.21,Strategy_0_24466Strategy_0_24466,1001,00:14:34:54,93,13h 33m,4504,0.32,5104,510.4,-1624,-162.4,75.9,67.7,-2174,-217.4
,3108605595,10/13/2025 14:43,10/13/2025 23:50,EURUSD,Sell,1,0,0,1.15742,1.15693,-5.78,0,4.9,43.22,0.03,Strategy_0_3256521Strategy_0_3256521,2015,00:09:06:18,79.9,7h 16m,16.4,0.23,13.3,133,-3.1,-31,81.1,48.8,-8.4,-84
,3108486157,10/13/2025 1:09,10/13/2025 23:50,EURUSD,Sell,1,0,0,1.15979,1.15693,-5.79,0,28.6,280.21,0.21,Strategy_0_53226,2037,00:22:40:48,69.2,15h 41m,30.3,0.82,37,370,-30.3,-303,55,87.5,-8.4,-84
,3108559550,10/13/2025 8:03,10/13/2025 23:50,XAUUSD,Buy,0.1,0,0,4059.36,4111.14,-2.04,0,5178,515.76,0.37,Strategy_0_38261,1006,00:15:46:42,100,15h 46m,2108,0,7215,721.5,0,0,100,71.8,-2037,-203.7
,3108553530,10/13/2025 7:37,10/13/2025 23:50,XAUUSD,Buy,0.1,0,0,4059.29,4111.14,-2.04,0,5185,516.46,0.37,Strategy_0_194344,1018,00:16:12:40,100,16h 12m,2108,0,7222,722.2,0,0,100,71.8,-2037,-203.7
,3108550562,10/13/2025 7:37,10/13/2025 23:50,XAUUSD,Buy,0.1,0,0,4059.29,4111.14,-2.04,0,5185,516.46,0.37,Strategy_0_82906,1002,00:16:12:40,100,16h 12m,2108,0,7222,722.2,0,0,100,71.8,-2037,-203.7
,3108548596,10/13/2025 7:37,10/13/2025 23:50,XAUUSD,Buy,0.1,0,0,4059.29,4111.14,-2.04,0,5185,516.46,0.37,Strategy_0_284198,1027,00:16:12:40,100,16h 12m,2108,0,7222,722.2,0,0,100,71.8,-2037,-203.7
,3108524114,10/13/2025 3:45,10/13/2025 23:50,XAUUSD,Buy,0.1,0,0,4059.02,4111.14,-2.04,0,5212,519.16,0.38,Strategy_0_201253,1020,00:20:04:39,94.6,18h 59m,2108,0.09,7249,724.9,-686,-68.6,91.4,74.3,-2037,-203.7
